time,buys,price,sells,standard_deviation,score
2018-02-18 12:28:36,121,1494.220285714286,54,7.040767606574982,-0.33864696741775535
2018-02-18 12:38:52,61,1486.895258620689,55,2.9108143964115527,4.873473926815083
2018-02-18 12:49:18,25,1499.710291970802,112,7.203621548804654,3.1109344238913064
2018-02-18 12:59:28,17,1506.0245,23,2.619446458700765,3.461931808621853
2018-02-18 13:10:37,62,1512.9401311475424,243,7.270045976979127,3.9403227173130095
2018-02-18 13:20:50,40,1524.9581481481468,122,3.682025278415616,1.204796208366257
2018-02-18 13:30:53,39,1530.7929365079376,87,1.8329198960061208,-1.3402747496081617
2018-02-18 13:41:02,121,1526.8670813397116,88,4.7823880041347495,-0.5379398536376017
2018-02-18 13:51:07,52,1526.9365137614686,57,2.273217166596256,-1.5171933996670366
2018-02-18 14:01:09,92,1523.175449101796,75,3.4718551369146593,-1.14920180810132
2018-02-18 14:11:09,68,1520.7856603773598,91,4.259558031861404,-1.2335600651395315
2018-02-18 14:21:24,48,1521.015638297873,46,1.8474350007341256,-3.535074267311195
2018-02-18 14:31:33,150,1510.167971014493,57,5.410468448302585,-1.0289501920267998
2018-02-18 14:42:17,15,1504.6078461538452,50,0.4195290117691359,1.6010172169648909
2018-02-18 14:52:23,96,1504.675822784812,62,1.3387176062763428,4.298247290576169
2018-02-18 15:02:35,22,1513.6019607843139,131,6.495832355086619,4.623378465254492
2018-02-18 15:12:40,34,1527.2615300546456,149,3.17515144992658,1.7630944467258192
2018-02-18 15:22:48,17,1536.760542635658,112,2.4286485571349536,-2.721003741088534
2018-02-18 15:32:59,74,1532.5408396946561,57,4.115760999850456,-4.058739651041525
2018-02-18 15:43:04,166,1524.654173913046,64,4.938284331999043,-4.794641648752048
2018-02-18 15:53:04,68,1510.861379310344,48,3.8735384110191764,-2.123742686226767
2018-02-18 16:03:06,24,1506.1026229508186,37,0.5368117832358041,-2.009828620720098
2018-02-18 16:13:23,131,1508.191748633879,52,4.652668451355176,-7.116496502485212
2018-02-18 16:23:23,273,1485.211364764267,130,7.472178795625522,-1.1693002037855147
2018-02-18 16:33:28,104,1481.29076433121,53,4.599888608648712,-0.0767797665020359
2018-02-18 16:43:46,60,1476.8858518518527,75,4.050209209993825,3.276883369721377
2018-02-18 16:53:49,73,1485.5573571428567,67,3.9561517395993158,2.049279301174843
2018-02-18 17:03:52,38,1489.7278571428571,116,4.829467847897689,2.276174934155877
2018-02-18 17:14:07,79,1496.436159999999,46,2.8507923906170416,0.8852050222986808
2018-02-18 17:24:09,32,1501.626440677967,86,2.2941530416875664,-1.697625198683261
2018-02-18 19:02:49,19,1497.1277083333337,29,1.3423909632681155,-1.0549141333730025
2018-02-18 19:13:08,53,1492.8650602409634,30,1.8639964666533857,0.5040947633148867
2018-02-18 19:23:08,36,1491.2103947368425,40,1.172581992183644,2.6790333571419906
2018-02-18 19:33:11,13,1496.5433720930232,73,2.7013612462010705,3.064565297097291
2018-02-18 19:43:18,46,1505.8614009661821,161,3.3635471942749744,0.9623723548917569
2018-02-18 19:53:52,73,1509.7989247311823,113,1.590421910861908,-0.4956960662753746
2018-02-18 20:04:07,24,1510.3242253521128,47,0.9349258643077747,-1.7619183445323428
2018-02-18 20:14:16,132,1502.8928499999997,68,3.757446124364256,1.049134196838221
2018-02-18 20:24:18,33,1506.6008219178077,40,1.9295834978398914,-0.027401095078967486
2018-02-18 20:34:33,62,1505.8126206896557,83,3.4587235079432905,0.5179339471442994
2018-02-18 20:44:34,38,1509.511282051282,79,1.9312856257711624,-1.1217709813475218
2018-02-18 20:54:48,90,1503.4127027027027,21,2.9239979251991968,0.0
2018-02-19 02:45:25,26,1478.645476190476,16,1.184004911470173,0.02356763425151397
2018-02-19 02:55:30,32,1476.4565,28,2.4744897285433867,1.7955180493847418
2018-02-19 03:05:39,23,1481.0665454545447,87,3.0505380855793676,1.2342318517987119
2018-02-19 03:15:47,8,1484.7880434782608,38,0.9103788498661326,0.41132836568847986
2018-02-19 03:25:59,10,1488.0515686274514,41,1.3279297946080757,-1.463304025212049
2018-02-19 03:36:44,70,1483.1189320388341,33,3.5264985556983373,-0.07601489183123777
2018-02-19 03:46:50,22,1482.6216923076925,43,1.5912264928285045,0.18668075973266873
2018-02-19 03:56:54,35,1481.0589855072465,34,3.4214037058830895,1.7435335427825989
2018-02-19 04:06:58,24,1486.3291860465115,62,2.153893832064449,0.5707481870484054
2018-02-19 04:17:04,14,1487.1120370370365,40,1.4018775500360134,0.9322282874223917
2018-02-19 04:27:05,37,1490.9059210526311,115,3.1409431945933193,-0.4668587951325158
2018-02-19 04:37:10,67,1489.1327777777783,23,3.213415637873255,0.1334821031456198
2018-02-19 04:48:21,11,1489.1509090909096,33,2.7442177376686803,0.34850086468755165
2018-02-19 04:58:32,16,1491.9348275862076,13,0.09733060225621744,-1.2547230146732442
2018-02-19 05:08:43,38,1490.1477777777793,16,0.9388244553827124,-1.9971548489025985
2018-02-19 05:18:43,98,1485.2734745762712,20,2.3350601114168286,-1.5733122951235075
2018-02-19 05:28:51,21,1481.9636585365856,20,1.4428913318742522,-1.658679902762408
2018-02-19 05:39:33,69,1476.6818367346946,29,4.443402434827896,-0.33089946458700004
2018-02-19 05:49:37,21,1475.3225641025642,18,0.2895152265489395,0.17569150705672715
2018-02-19 05:59:40,8,1475.1665853658542,33,0.14664724151641056,0.6009571173170632
2018-02-19 06:10:05,3,1476.2402083333336,45,1.638288600928004,0.7843482690678926
2018-02-19 06:20:14,10,1479.8432,15,0.37952306912757017,-0.7178441185585578
2018-02-19 06:30:45,11,1479.1390625000004,21,0.8959574465864343,-1.3943374866416276
2018-02-19 06:40:45,96,1474.8425688073396,13,1.6566537532355872,-0.3917252706139565
2018-02-19 06:50:46,29,1471.3035483870972,33,1.8375887924776177,1.7345049072129164
2018-02-19 07:01:40,15,1472.543333333333,27,1.7721438008225074,3.7342186370029897
2018-02-19 07:11:54,1,1479.976050420169,118,2.1757472273814047,4.2714671338892005
2018-02-19 07:21:59,6,1487.8900694444444,138,3.1460370787282623,5.351155611125311
2018-02-19 07:32:23,65,1501.7462593516207,336,6.005849058649439,3.5858651988532197
2018-02-19 07:42:39,84,1515.5381632653068,161,3.2068740412123433,-1.1618425098521967
2018-02-19 07:52:53,21,1512.86137254902,30,0.4012530354553416,-1.0409050883158013
2018-02-19 08:03:04,108,1509.2146405228768,45,4.466085567430702,0.05504929568398795
2018-02-19 08:13:36,45,1511.1376829268293,37,2.856572352800074,-1.371464581587345
2018-02-19 08:23:41,56,1505.5652293577991,53,3.5603258783767315,0.6797181266277351
2018-02-19 08:34:11,79,1506.4924271844664,24,3.2711980721475875,1.1142629742122727
2018-02-19 08:44:25,15,1510.6875471698118,38,1.104858747328636,-0.2894074954889497
2018-02-19 08:54:25,12,1510.3002941176474,22,0.5237786089006002,-0.4803791742808909
2018-02-19 09:04:33,17,1509.3557142857142,18,0.7923537655592533,-0.5586589249278489
2018-02-19 09:14:41,81,1507.0088775510208,17,1.9439633839317727,0.33769711690730253
2018-02-19 09:25:17,14,1508.0208474576264,45,2.938403399135803,0.11753586692553537
2018-02-19 09:35:45,39,1506.3047761194027,28,2.4604388385480807,1.6767205379184298
2018-02-19 09:45:55,49,1508.646240601503,84,2.6736184265865344,2.7063491349556266
2018-02-19 09:56:25,42,1515.0072937293746,261,2.5561831984593972,2.329688886670624
2018-02-19 10:06:34,23,1522.3002631578952,129,2.4391834125833176,0.5783961500461982
2018-02-19 10:16:43,92,1523.5486060606054,73,2.7126982870062992,0.5914722624595633
2018-02-19 10:26:48,118,1527.1422592592592,152,3.7156932067729613,-1.1826866269807303
2018-02-19 10:38:02,23,1525.0349999999996,21,1.6475760432167879,-1.631043993551168
2018-02-19 10:48:17,130,1517.7038157894738,22,3.234494171429861,0.5804508314220967
2018-02-19 10:58:43,1,1520.859473684211,18,0.7261613108032172,0.0
2018-02-20 07:58:03,73,1532.82,19,1.1041305845895586,-1.3906014345910573
2018-02-20 08:08:16,31,1531.766190476191,32,0.28538711426530355,-2.9464962412871496
2018-02-20 08:18:28,158,1525.3985567010309,36,5.2473903164699935,-2.9726837887826303
2018-02-20 08:28:32,54,1515.785476190475,30,1.462380971763526,-0.4767582745190973
2018-02-20 08:38:39,43,1517.5357647058815,42,1.1089649402728308,-2.680421534421663
2018-02-20 08:48:45,153,1512.0880110497235,28,5.059046316771283,-2.977031847278288
2018-02-20 08:58:48,30,1504.9738805970144,37,1.1907804479815567,-2.465217542982087
2018-02-20 09:09:13,232,1498.4033993399355,71,5.560798016751019,-1.5039820739208793
2018-02-20 09:19:22,35,1494.7789922480622,94,2.0363060662112593,-1.2213832810117404
2018-02-20 09:29:38,129,1490.4748447204972,32,4.188559708217655,0.08446685166029261
2018-02-20 09:39:51,15,1486.2614117647058,70,3.3858724318212845,3.5623814022182887
2018-02-20 09:50:02,15,1497.8374999999996,61,1.6216074911220568,0.5270062824284801
2018-02-20 10:00:02,39,1500.3812244897954,59,1.5472558099555171,-0.5795045422122588
2018-02-20 10:10:20,71,1499.3460185185186,37,2.244674330834867,-0.7564206518175483
2018-02-20 10:20:20,17,1495.6807272727272,38,2.3204402831010458,0.8430383489669024
2018-02-20 10:30:23,22,1497.5623913043473,24,0.5404675302261482,0.8032418696647405
2018-02-20 10:40:59,11,1500.4735999999996,39,1.733803633633318,-0.1192939335136872
2018-02-20 10:51:00,71,1500.3074285714285,34,1.129467661015115,-0.1928345629703182
2018-02-20 11:01:06,27,1500.0472549019607,24,1.3162872301591115,-0.3183843545214224
2018-02-20 11:11:43,54,1499.0677011494247,33,1.1853955168541912,-0.09064288273602035
2018-02-20 11:21:57,49,1498.4228048780485,33,0.9308208734836164,0.2637123827690948
2018-02-20 11:32:10,23,1497.88775862069,35,1.6557944682376282,1.1400595842245564
2018-02-20 11:42:45,18,1501.7662500000004,38,0.6084041258548035,0.031168675559305487
2018-02-20 11:53:11,68,1501.605371900826,53,1.6555436755609207,0.21197716529202212
2018-02-20 12:03:11,45,1500.3703571428573,39,2.242788149151159,1.553079650738987
2018-02-20 12:13:37,15,1503.5599999999984,52,2.0631659485710983,1.698852383815429
2018-02-20 12:23:39,50,1510.0497841726615,89,3.082804120988325,-0.5147506277813869
2018-02-20 12:33:51,16,1507.33462962963,38,0.5494701588060829,0.7476978854285711
2018-02-20 12:44:10,16,1509.6305263157892,41,1.7596285703090402,0.2180820384586864
2018-02-20 12:54:10,33,1510.973448275861,25,0.6760395614931997,-0.46679416885297276
2018-02-20 13:04:12,86,1508.1384615384618,44,2.1772874661052692,0.9584539326831139
2018-02-20 13:14:16,21,1509.8902083333332,27,1.2671860057875723,1.2451149521652005
2018-02-20 13:24:23,45,1512.8981097560988,119,2.404157113621733,1.1238124946787247
2018-02-20 13:34:29,35,1518.138897058825,101,1.8876984402090966,-0.5295435205953309
2018-02-20 13:44:36,21,1515.26,13,0.24693414220847343,0.0
2018-02-22 03:29:42,11,1317.077666666667,49,1.7819861266450663,0.5050964886225597
2018-02-22 03:39:53,27,1319.4180952380957,36,0.7198122708147148,-0.47825668367317886
2018-02-22 03:50:13,8,1319.0470491803278,53,0.47910211192073304,-1.0065429520612674
2018-02-22 04:00:27,31,1317.8121311475415,30,1.7418673932269426,-1.7592613218759885
2018-02-22 04:10:43,52,1313.130824742268,45,1.312692731143942,-1.0793089796448236
2018-02-22 04:20:54,62,1309.3944554455447,39,2.0230691688314293,0.021558659275458584
2018-02-22 04:31:14,32,1307.9125000000004,32,0.33803661044328037,1.230811996673268
2018-02-22 04:41:16,13,1310.5411627906972,30,1.5406736812523887,1.2664523019331935
2018-02-22 04:51:40,15,1312.775,33,0.9285607142239162,1.6756351116219466
2018-02-22 05:01:45,9,1317.0047826086955,83,1.8826920355084837,1.2091395619767498
2018-02-22 05:12:18,61,1318.9978787878783,137,1.7973146482749136,1.7102659139794092
2018-02-22 05:22:18,22,1323.3324,128,1.876796092635904,1.220428607599474
2018-02-22 05:32:30,31,1327.9823595505625,58,1.1495216616048143,-0.36059544766946816
2018-02-22 05:42:40,56,1328.7086486486492,55,1.337498328018823,-1.5546869354378055
2018-02-22 05:53:08,27,1322.226176470587,41,1.6824763169487509,0.9014818801836154
2018-02-22 06:03:14,18,1322.6360714285709,38,1.003496883352402,2.126258813340796
2018-02-22 06:13:25,14,1327.232452830189,39,1.6319266373406214,2.144085655128779
2018-02-22 06:23:33,58,1333.222666666667,107,1.90846507683399,1.0900387861115184
2018-02-22 06:33:35,13,1337.538695652172,102,2.237838056750756,-0.4508969460202189
2018-02-22 06:43:55,64,1338.4857377049177,58,0.9589235067809336,-1.974765237284335
2018-02-22 06:54:24,53,1334.8816853932585,36,1.7753526226444398,-2.517206343341452
2018-02-22 07:05:12,35,1332.9855737704925,26,2.2203090351955557,-5.342675416491216
2018-02-22 07:15:31,83,1317.6288983050852,35,7.25788008736295,-2.375947814733726
2018-02-22 07:25:50,68,1309.6377876106196,45,1.9019643941621651,-0.1376220173797714
2018-02-22 07:35:51,21,1309.7486764705882,47,1.9272083623208511,-0.46180882628533804
2018-02-22 07:46:02,43,1311.5935443037972,36,1.3741133278993245,-2.7145969754478227
2018-02-22 07:56:16,130,1303.9347852760743,33,3.58429179242986,-1.3210521558347763
2018-02-22 08:06:28,41,1300.3661538461536,50,0.7737759127451234,-0.7682478508202334
2018-02-22 08:16:38,34,1299.4846987951814,49,0.4749060461282245,-1.3910948582343547
2018-02-22 08:26:53,63,1296.1716853932587,26,1.6240635925689466,-1.1608342111152794
2018-02-22 08:38:28,23,1295.443265306122,26,1.4534356029978168,-2.5793038923676495
2018-02-22 08:48:28,114,1290.5200606060614,51,4.389685913658204,-3.117078524977176
2018-02-22 08:58:29,57,1280.327551020407,41,0.7695599872183685,-0.41094259392934973
2018-02-22 09:08:37,69,1277.2960583941606,68,1.430581198650815,1.2808168481920033
2018-02-22 09:18:56,11,1279.8013043478259,35,1.7318017869004432,1.5000001837915105
2018-02-22 09:29:42,31,1286.748735632184,56,2.2230711926996105,-1.4179145579725247
2018-02-22 09:39:48,47,1287.3019999999995,28,2.709835911391413,-4.291917993926446
2018-02-22 09:49:56,57,1278.4059230769221,73,2.658046331758567,-4.629950804821289
2018-02-22 09:59:56,179,1270.026487455197,100,4.076405383667483,-5.957476665517939
2018-02-22 10:10:05,240,1257.1223076923081,59,6.128615404932793,-5.987046338813211
2018-02-22 10:20:05,287,1238.338588516749,131,6.961571838132239,-1.4167776068066507
2018-02-22 10:30:14,90,1232.2539613526576,117,2.548207053383277,0.9616673906862502
2018-02-22 10:40:20,91,1237.899072164948,103,4.7319504233693275,-1.851134843679313
2018-02-22 10:50:28,179,1233.0264963503644,95,5.634445884483148,-1.1777566547476899
2018-02-22 11:00:36,103,1224.8540909090914,73,1.8270680290138686,3.2628018157064687
2018-02-22 11:10:44,48,1234.9364999999996,112,4.888377823982099,0.8941460843259094
2018-02-22 11:20:53,23,1236.0974242424243,43,2.0753899309462125,1.5122627115318314
2018-02-22 11:31:06,92,1240.7603508771926,79,3.0806976681425957,0.4224349813887947
2018-02-22 11:41:16,19,1240.1625,37,1.7689809919837989,1.6211896534784593
2018-02-22 11:51:19,21,1245.4304347826092,71,2.8186771924631255,0.23997435072982065
2018-02-22 12:01:37,42,1246.9669291338578,85,1.7798192918140476,-0.5630324466047477
2018-02-22 12:11:41,30,1246.4465853658542,52,0.9741991326365254,-1.1188962658343684
2018-02-22 12:21:47,16,1248.3159420289853,53,2.4831118384874675,-4.520115592587764
2018-02-22 12:31:58,123,1240.7560248447217,38,6.432426614307468,-6.307142760562958
2018-02-22 12:42:06,139,1227.2557358490544,126,3.1912911455251463,-6.466021111950657
2018-02-22 12:52:06,319,1210.2740666666664,131,6.728534041759109,-4.1441657264597
2018-02-22 13:02:11,334,1196.446342494715,139,4.726755604698126,-0.3274416929923744
2018-02-22 13:12:16,105,1198.491448598131,109,2.9631998766603824,-2.5077335371301372
2018-02-22 13:22:18,133,1193.2049553571421,91,2.6728455940131775,-2.635171798308862
2018-02-22 13:32:28,230,1184.0194780219767,134,4.966786610378339,0.10246620304412428
2018-02-22 13:42:38,131,1184.3228448275859,101,4.202180633834039,0.03857304224439521
2018-02-22 13:52:40,191,1180.0552475247514,112,3.578392598024459,3.480472709097622
2018-02-22 14:02:44,48,1188.275755813953,124,3.32324599806107,2.9585801438793076
2018-02-22 14:12:47,41,1196.2650704225346,101,2.444342921724437,1.722800223318848
2018-02-22 14:23:03,36,1204.0981333333334,114,3.257553353191471,-1.5128049446179492
2018-02-22 14:33:08,113,1204.3402793296104,66,3.959301251789508,-4.3037651652822495
2018-02-22 14:43:12,93,1190.4723497267757,90,1.7869149309878543,-0.7294764547372349
2018-02-22 14:53:19,101,1185.282485875707,76,5.03071509682209,2.1221989540815414
2018-02-22 15:03:28,63,1186.5118859649117,165,6.888044909203656,4.796293782309159
2018-02-22 15:13:31,52,1203.991505376344,134,3.063418199850528,-0.7884969207390986
2018-02-22 15:23:32,81,1198.203687943262,60,3.8715192852909244,2.434738863007771
2018-02-22 15:33:39,52,1204.1682352941175,135,4.489117987787025,1.90041874365744
2018-02-22 15:43:46,34,1209.0918269230772,70,1.20011759393617,1.2713698495558186
2018-02-22 15:54:10,47,1214.4975252525255,151,4.5176990251327735,-0.8199031362146231
2018-02-22 16:04:11,61,1213.4279605263155,91,2.7585277678156848,-1.3827149572459467
2018-02-22 16:14:13,75,1207.4694117647048,61,4.973185120444928,0.9545332638840288
2018-02-22 16:24:38,29,1209.3914782608692,86,3.4782112452981826,1.0743579245157784
2018-02-22 16:34:58,36,1214.4971962616821,71,2.0464703118252956,-1.118156150519268
2018-02-22 16:45:04,37,1213.164615384616,80,2.0776410598172568,-1.9854080532113703
2018-02-22 16:55:12,53,1211.0379824561408,61,2.2840596283059638,-3.714757061995816
2018-02-22 17:05:18,157,1202.34554112554,74,4.751356291833419,-3.2221370483402456
2018-02-22 17:15:27,53,1194.0461627906966,119,2.5479666624652197,-2.193965058795403
2018-02-22 17:25:56,198,1188.911654135337,68,4.533217695784097,-1.9024786572623391
2018-02-22 17:35:59,122,1182.7444859813081,92,2.521248479357654,-0.2933147604264641
2018-02-22 17:46:07,143,1178.1869672131136,101,4.36261425034183,2.8076324651913107
2018-02-22 17:56:08,45,1188.4959047619038,60,2.7001473311612503,-0.5223124347149608
2018-02-22 18:06:26,58,1187.1495731707305,106,2.7627799164242557,-0.3548593594271779
2018-02-22 18:16:42,77,1184.8027611940297,57,1.878076736066389,0.8916938349925714
2018-02-22 18:26:54,41,1186.1978740157483,86,3.280289652546004,1.3203578210311102
2018-02-22 18:36:56,97,1189.1183050847458,80,3.0900188245869664,1.279078189207667
2018-02-22 18:47:03,63,1192.6732666666664,87,2.22475451729448,0.6649621474103959
2018-02-22 18:57:03,27,1195.6678181818183,83,1.392542071711882,-0.5611005957456106
2018-02-22 19:07:10,27,1194.301038961039,50,1.2964693157933926,-0.44412297930295225
2018-02-22 19:17:12,52,1192.4198400000002,73,2.4363136034591375,0.2807552098212386
2018-02-22 19:27:21,51,1191.9547899159666,68,2.7774611612195788,1.131021213389062
2018-02-22 19:37:26,35,1192.9707368421052,60,1.4030217330389225,2.270832493888503
2018-02-22 19:47:36,48,1199.5552027027031,100,1.6305750393378473,0.9645271327819731
2018-02-22 19:57:40,9,1202.3286301369865,64,0.9510733879300493,0.4281078854585802
2018-02-22 20:07:58,46,1203.5476800000008,79,1.2539793529400847,0.19946371238808328
2018-02-22 20:18:08,34,1204.1521296296298,74,1.6339449257038028,0.06408609736368659
2018-02-22 20:28:18,30,1203.0870000000007,60,1.0829173047323932,1.016709316800123
2018-02-22 20:38:18,27,1203.864554455446,74,0.788408002069779,2.1486661719160685
2018-02-22 20:48:22,26,1210.426734693877,121,2.820251632345728,0.6500722902130376
2018-02-22 20:58:28,23,1210.1569230769235,55,1.3113824254875845,1.9804975334439856
2018-02-22 21:08:40,43,1219.5356741573032,135,4.113830447406217,-2.034932366984972
2018-02-22 21:18:45,121,1216.1907734806632,60,3.7709158080712846,-2.8857427451729554
2018-02-22 21:28:49,52,1207.6783464566925,75,2.187877396476999,-1.1110322452428971
2018-02-22 21:38:59,51,1204.2823076923073,53,2.6812580395322168,-0.333872393061567
2018-02-22 21:49:04,27,1203.2292857142859,29,0.9136931673607037,-0.07463159746516917
2018-02-22 21:59:07,43,1202.6805882352935,59,1.409985275635422,0.23114301400331708
2018-02-22 22:09:19,52,1203.38565891473,77,1.5333303901022932,0.07060848372158726
2018-02-22 22:19:27,38,1203.7076744186047,48,1.7745354285051744,-0.06277776397474917
2018-02-22 22:29:38,28,1204.3209615384608,76,1.2730290340748869,-0.6557517876862659
2018-02-22 22:39:41,68,1200.6602380952384,58,0.8559256237953161,1.113070423011903
2018-02-22 22:49:50,22,1203.1091304347833,47,1.8404998841527753,1.0885930596725122
2018-02-22 22:59:57,8,1205.0311290322584,54,1.0495853326183033,1.4388233851404766
2018-02-22 23:10:03,23,1209.467333333333,52,2.1176958128011574,0.40214076887894856
2018-02-22 23:20:10,35,1210.1317391304347,57,1.652961511358932,0.5675937052250116
2018-02-22 23:30:10,22,1213.728939393939,44,1.4098281958385677,-1.3024648393116967
2018-02-22 23:40:16,56,1210.741666666667,58,3.224771151044402,-1.1775696363857446
2018-02-22 23:50:39,40,1210.2524242424245,59,1.7523422080055353,-2.8139819628225875
2018-02-23 00:00:53,50,1207.1571717171723,49,2.321275790108859,-5.2008882018548785
2018-02-23 00:10:56,145,1194.9856725146203,26,5.873425232598824,-4.509966698118726
2018-02-23 00:21:01,135,1181.7792352941176,35,5.064338526337122,-1.8132233932951758
2018-02-23 00:31:04,147,1173.8848017621149,80,1.9234851194523428,1.3155522203945897
2018-02-23 00:41:11,53,1182.725365853658,111,2.663576220194433,-3.416741656340221
2018-02-23 00:51:15,79,1175.2283734939754,87,2.7627634376307766,-3.35763363982862
2018-02-23 01:01:25,198,1169.6496456692917,56,6.579166554482053,-4.71428591222949
2018-02-23 01:11:25,215,1154.4526013513516,81,4.640916548338999,-0.7940725050996881
2018-02-23 01:21:28,106,1147.1409836065573,77,1.5697854486911607,3.6248925478061245
2018-02-23 01:31:28,38,1157.3069503546096,103,5.137996262482088,1.8123194957440751
2018-02-23 01:41:30,86,1164.1813461538468,70,1.5920197969948855,-0.5111707978963367
2018-02-23 01:51:36,32,1161.331341463415,50,1.781372286992851,0.8648148590641045
2018-02-23 02:01:37,35,1165.8447761194038,99,1.98114836155057,-1.219262995809914
2018-02-23 02:11:45,39,1161.165,61,3.2285143642239027,0.38734845225742287
2018-02-23 02:21:52,25,1160.6574193548388,68,3.1392906887452456,1.4544133475884662
2018-02-23 02:31:57,46,1163.9071153846155,58,2.0321723281507804,1.3830344023516263
2018-02-23 02:42:11,39,1168.6068148148156,96,4.153195405566364,0.04207059644061821
2018-02-23 02:52:25,50,1170.2600980392162,52,1.5118288464560314,-1.1933671868664018
2018-02-23 03:02:45,72,1169.7845967741935,52,1.8212019246399214,-2.867791533874003
2018-02-23 03:13:10,62,1159.0656716417911,72,2.5805554324490063,0.6830796929814472
2018-02-23 03:23:13,50,1159.3465137614678,59,1.533267408855471,1.6346608669680511
2018-02-23 03:33:14,32,1163.0767000000003,68,1.8840945066529897,1.492935734908072
2018-02-23 03:43:32,30,1161.7181249999992,50,1.2034378813943798,5.1328375445609655
2018-02-23 03:53:54,50,1171.7712299465238,137,5.21150825321498,6.000610781610425
2018-02-23 04:04:02,14,1186.327578125,114,6.121827717542499,4.797450065109423
2018-02-23 04:14:04,109,1203.5393360995859,132,4.649497940047505,-0.5734782685654827
2018-02-23 04:24:10,64,1201.7105405405405,84,2.2956680072928326,-0.11231961348287431
